Môn học,Lớp,Chủ đề,Thể loại,Câu hỏi,Câu trả lời,Hướng dẫn giải
Ngữ Văn,6,Con chào mào,Bài tập,"Con chim chào mào đã bay đi rồi nhưng nhân vật ""tôi"" vẫn có thể nghe rất rõ tiếng chim hót. Viết một đoạn văn (khoảng 5-7 câu) miêu tả một hình ảnh thiên nhiên tươi đẹp được em lưu giữ trong ký ức. ","Hình ảnh thiên nhiên tươi đẹp in đậm trong kí ức em là cánh đồng lúa ngày thu hoạch. Đồng lúa chín vàng. Sắc vàng của lúa, sắc vàng của nắng, tất cả làm lòng em thấy náo nức, vui tươi. Hương lúa chín đặc biệt vô cùng. Vì hương sắc ấy là hương của bội thu, hương của lao động nhọc nhằn. Một cơn gió nhẹ thoảng qua làm những bông lúa rung rinh tạo thành sóng lượn. Chúng nghiêng mình, thầm thì như trò chuyện, tâm sự râm ran. Chẳng mấy chốc, những bông lúa ấy sẽ đi theo các bác nông dân, những bông lúa sẽ làm đẹp cho đời và đẹp mãi trong lòng người. Tuổi thơ em đã sống, đã lớn lên cùng hình ảnh thiên nhiên tươi đẹp ấy! ","Viết đoạn văn đúng hình thức yêu cầu, nhớ lại hình ảnh thiên nhiên tươi đẹp nào đó em đã từng chiêm ngưỡng và viết lại."
Ngữ Văn,6,Chùm ca dao về quê hương đất nước,Bài tập,"Với em nơi đâu là quê hương yêu dấu? Nếu có thể nói về những ấn tượng đẹp đẽ và sâu sắc nhất về quê hương, em sẽ nói điều gì?","Với em nơi quê hương yêu dấu là mảnh đất ""chôn rau cắt rốn"" của mình, đó là nơi nuôi em lớn, quê hương gắn liền với tuổi thơ từ mái nhà, cây cỏ, con đường.  Ấn tượng đẹp đẽ và sâu sắc nhất về Đà Nẵng quê hương em là một thành phố thuộc dải đất miền trung, với điều kiện không thuận lợi, đất xen lẫn cát, việc canh tác gặp nhiều trở ngại, thời tiết cực đoan với 4 mùa không rõ rệt, trong đó khắc nghiệt nhất là mùa hè với cái nắng đổ lửa đặc trưng kéo dài tận mấy tháng trời. Nhưng bỏ qua tất cả những khó khăn, thì Đà Nẵng thực sự là một nơi rất đẹp, rất đáng sống, nơi đây được mệnh danh là thành phố của những cây cầu nổi tiếng và độc đáo. Cho đến giờ phút này em đã đi qua 12 cây cầu của Đà Nẵng, trong đó ấn tượng nhất là những cái tên như Cầu Rồng, cầu Sông Hàn, cầu Trần Thị Lý, cầu Thuận Phước và có cả cầu vượt Ngã Ba Huế, với quy mô và tầm cỡ khu vực.",Các em tự trả lời về quê hương của riêng mỗi người.
Ngữ Văn,6,Chùm ca dao về quê hương đất nước,Bài tập,"Đọc các bài ca dao 1,2 và cho biết: Mỗi bài ca dao có mấy dòng? Cách phân bổ số tiếng trong mỗi dòng cho thấy đặc điểm gì của thơ lục bát?","Trong bài thơ 1,2, mỗi bài ca dao có 4 dòng. Cách phân bổ số tiếng trong mỗi dòng cho thấy những đặc điểm của thơ lục bát: Thơ lục bát là một thể loại nằm trong  thể loại thơ của dân tộc Việt Nam, gồm các cặp câu thơ kết thành một bài. Thường thì câu đầu là 6 chữ, câu sau là 8 chữ, cứ nối tiếp cho tới hết bài.",Em quan sát và đếm số chữ trong mỗi dòng
Ngữ Văn,6,Chùm ca dao về quê hương đất nước,Bài tập,"So với hai bài ca dao đầu, bài ca dao 3 là bài lục bát biến thể. Hãy chỉ ra tính chất biến thể của thơ lục bát trong bài ca dao này trên các phương diện: số tiếng trong mỗi dòng, cách gieo vần, cách phối hợp thanh điệu,...",,"Số tiếng mỗi dòng: Câu 1, 2 và 4 là 8 tiếng, câu 3 là 6 tiếng. Cách gieo vần: Không tuân theo quy tắc"
Ngữ Văn,6,Chùm ca dao về quê hương đất nước,Bài tập,"Trong cụm từ “mặt gương Tây Hồ”, tác giả đã sử dụng biện pháp tu từ nào? Hãy nêu tác dụng của biện pháp tu từ đó.","Cụm từ mặt gương Tây Hồ sử dụng biện pháp ẩn dụ, chỉ mặt nước tróng lành có thể soi được gương của Tây Hồ, làm nên vẻ đẹp nên thơ nơi đây",Nhớ lại các biện pháp tu từ đã học.
Ngữ Văn,6,Chùm ca dao về quê hương đất nước,Bài tập,"Bài ca dao 3 đã sử dụng những từ ngữ, hình ảnh nào để miêu tả thiên nhiên xứ Huế? Những từ ngữ, hình ảnh đó giúp em hình dung như thế nào về cảnh sông nước nơi đây.","Những từ ngữ, hình ảnh để miêu tả thiên nhiên xứ Huế trong bài ca dao số 3: con đò, lờ đờ bóng trăng, tiếng hò vang vọng. Những từ ngữ, hình ảnh đó giúp em hình dung Huế là một miền đất có một cảnh quan thơ mộng, xinh đẹp. Mỗi địa danh (Chợ Đông Ba, Đập Đá, Vĩ Dạ, ngã ba Sình), tất cả đều chan hòa trong dòng chảy của ca dao. Cách miêu tả đã làm cho khung cảnh Huế trở nên sinh động, nên thơ, đậm đà hơn bao giờ hết (Lờ đờ bóng ngả chăng nghênh), và điều đó đã nhẹ nhàng mà sâu lắng đi vào trong tâm thức của con người.",Dựa trên những lời thơ có trong bài để trả lời.
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Từ ghép trong tiếng Việt được chia thành mấy loại? Giải thích và cho ví dụ.,"Từ ghép được chia thành hai loại: Ghép đẳng lập: Các tiếng có quan hệ bình đẳng, ngang hàng, không phân biệt chính phụ; Ví dụ: bàn ghế, sách vở, tàu xe. Ghép chính phụ: Có tiếng chính và tiếng phụ, tiếng chính thường đứng trước, tiếng phụ đứng sau; Ví dụ: tàu hoả, sân bay, xanh lè, đỏ rực.",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Từ láy là gì? Phân biệt từ láy hoàn toàn và từ láy bộ phận,"Từ láy là những từ có hai hoặc hơn hai tiếng, trong đó có sự lặp lại về âm hoặc vần, thường là từ tượng thanh hoặc tượng hình.Láy hoàn toàn: Các tiếng lặp lại hoàn toàn về âm và vần. Láy bộ phận: Chỉ một phần của tiếng lặp lại (âm đầu hoặc vần).",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Đơn vị cấu tạo từ là gì?,Tiếng,Tiếng (hình vị) là yếu tố cấu tạo từ
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Từ đồng nghĩa là gì?,"Từ đồng nghĩa là những từ có nghĩa tương đồng, khác nhau về âm thanh và có sự phân biệt về sắc thái ngữ nghĩa hoặc phong cách.",
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Hiện tượng chuyển nghĩa của từ là gì?,Hiện tượng chuyển nghĩa là sự thay đổi nghĩa của từ từ nghĩa gốc (nghĩa đen) sang nghĩa chuyển (nghĩa bóng).,
Ngữ Văn,6,Ngữ pháp,Lý thuyết,Từ trái nghĩa là gì?,"Từ trái nghĩa là những từ có ý nghĩa đối lập nhau trong mối quan hệ tương liên, phản ánh khái niệm tương phản về logic.",
Ngữ Văn,6,Cây tre Việt Nam,Bài tập,"Vẻ đẹp của cây tre Việt Nam được tác giả miêu tả cụ thể qua những chi tiết, hình ảnh nào?","Vẻ đẹp của cây tre Việt Nam: Tre xanh nhẵn nhặn, mọc mọi nơi, dáng vươn mộc mạc, thanh cao; Tre cứng cáp, dẻo dai, vững chắc; thanh cao giản dị, chí khí. Tre gắn bó với con người: cánh tay của người nông dân, đồ chơi, vật dụng trong gia đình, vũ khí chiến tranh, biểu lộ tình cảm, biểu tượng con người…","Đọc kĩ văn bản, chú ý các chi tiết nói về cây tre."
Ngữ Văn,6,Cây tre Việt Nam,Bài tập,Những từ ngữ nào trong văn bản biểu đạt rõ nhất hình ảnh của cây tre?,"Những từ ngữ nào trong văn bản biểu đạt rõ nhất hình ảnh của cây tre: mọc thẳng, không chịu khuất, thanh cao, giản dị, chí khí,..","Dựa vào câu 1 ở trên, em chọn những từ ngữ ngắn gọn biểu đạt rõ nhất hình ảnh của cây tre."
Ngữ Văn,6,Cây tre Việt Nam,Bài tập,"Khi nói về cây tre, tác giả đồng thời nói đến khung cảnh, cuộc sống, văn hóa của Việt Nam. Hãy chỉ ra những chi tiết đó trong bài.","Dưới bóng tre của ngàn xưa, thấp thoáng mái đình mái chùa cổ kính. Dưới bóng tre xanh, ta gìn giữ một nền văn hoá lâu đời. Dưới bóng tre xanh, đã từ lâu đời, người dân cày Việt Nam dựng nhà, dựng cửa, vỡ ruộng, khai hoang. Giang chẻ lạt, buộc mềm, khít chặt như những mối tình quê cái thuở ban đầu thường nỉ non dưới bóng tre, bóng nứa. Các em bé còn có đồ chơi gì nữa ngoài mấy que chuyền đánh chắt bằng tre. Suốt một đời người, từ thuở lọt lòng trong chiếc nôi tre, đến khi nhắm mắt xuôi tay, nằm trên giường tre, tre với mình, sống có nhau, chết có nhau, chung thuỷ","Đọc kĩ văn bản và tìm các chi tiết nói về khung cảnh, cuộc sống, văn hóa của Việt Nam."
Ngữ Văn,6,Cây tre Việt Nam,Bài tập,Vì sao tác giả có thể khẳng định “Cây tre mang những đức tính của người hiền là tượng trưng cao quý của dân tộc Việt Nam”?,"Tác giả khẳng định “Cây tre mang những đức tính của người hiền là tượng trưng cao quý của dân tộc Việt Nam” vì vẻ đẹp mộc mạc, giản dị của cây tre Việt Nam, sự gắn bó với thế hệ người Việt Nam từ khi kháng chiến đến hòa bình chính là sự kiên cường, bất khuất, gan dạ. Đó cũng chính là tính cách, nét đẹp cao quý của người dân Việt Nam, dân tộc Việt Nam.",Đọc kĩ câu văn của tác giả và tìm câu trẻ lời phù hợp nhất.
Ngữ Văn,6,Cây tre Việt Nam,Bài tập,"Em đang sống ở thời điểm ""ngày mai"" mà tác giả nói đến trong văn bản, ""khi sắt thép có thể nhiều hơn tre nứa"". Theo em, vì sao cây tre vẫn là hình ảnh vô cùng thân thuộc đối với đất nước, con người Việt Nam.","Vì tre vẫn lớn lên dọc đường ta đi, tạo ra bóng mát, vẫn xuất hiện trong đồ dùng hàng ngày của chúng ta như chiếu tre, ghế,… thế nên chúng vẫn gắn liền với người dân Việt Nam.","Đây là câu hỏi mở, em trả lời dựa theo hiểu biết của bản thân."
Ngữ Văn,6,Cô Tô,Bài tập,Từ “trận địa” khiến em hình dung cơn bão biển như thế nào?,"Từ “trận địa” khiến em hình dung cơn bão biển nguy hiểm, được bố trí giống như một trận chiến thực thụ.",Em xem lại chú thích “trận địa” và trả lời câu này.
Ngữ Văn,6,Cô Tô,Bài tập,Tác giả quan sát và cảm nhận trận bão bằng những giác quan nào?,"Các giác quan: xúc giác (Mỗi viên cát bắn vào má….), thính giác (gió liên thanh quật lia lịa…, sóng thúc lẫn nhau mà vào bờ âm âm rền rền…, nó rít lên rú lên...), thị giác (sóng cát đánh ra khơi… trời đất trắng mù…).",Đọc lại hai đoạn đầu của văn bản và làm câu hỏi này.
Ngữ Văn,6,Cô Tô,Bài tập,Tìm những từ ngữ miêu tả sự dữ dội của trận bão. Những từ ngữ nào cho thấy rõ nhất việc tác giả có chủ ý miêu tả trận bão như một trận chiến.,"Những từ ngữ miêu tả sự dữ dội của trận bão: cát bắn vào mắt như một viên đạn mũi kim, gió bắn rát từng chập, chốc chốc gió ngừng trong tích tắc như để thay băng đạn, gió liên thanh quạt lia lịa, sóng thúc lẫn nhau vào bờ. ",Đọc lại hai đoạn đầu văn bản và tìm các từ ngữ.
Ngữ Văn,6,Cô Tô,Bài tập,"Qua bài kí Cô Tô, nhà văn đã đưa người đọc đến những nơi nào và gặp gỡ những ai?",Nhà văn đã đưa người đọc đến với: thiên nhiên đảo Cô Tô trong cơn bão cho đến sau cơn bão (từ bình minh đến hoàng hôn) và gặp gỡ những người dân sống ở đảo.,Nhớ lại nội dung bài kí.
Ngữ Văn,6,Cô Tô,Bài tập,Tìm những từ ngữ miêu tả sự dữ dội của trận bão. Những từ ngữ nào cho thấy rõ nhất việc tác giả có chủ ý miêu tả trận bão như một trận chiến.,"Những từ ngữ miêu tả sự dữ dội của trận bão: cát bắn vào mắt như một viên đạn mũi kim, gió bắn rát từng chập, chốc chốc gió ngừng trong tích tắc như để thay băng đạn, gió liên thanh quạt lia lịa, sóng thúc lẫn nhau vào bờ. ",Đọc lại hai đoạn đầu văn bản và tìm các từ ngữ.
Ngữ Văn,6,Cô Tô,Bài tập,"Biển sau bão hiện lên như thế nào (qua hình ảnh bầu trời, cây, nước, biển,...)","Một ngày trong trẻo, sáng sủa./Cây thêm xanh mượt./Nước biển lam biếc đặm đà hơn../Cát lại vàng giòn hơn./Lưới càng thêm nặng mẻ cá giã đôi.",Chú ý các đoạn văn miêu tả ngày thứ năm và thứ sáu.
Ngữ Văn,6,Cô Tô,Bài tập,"Theo em, để nhận ra vẻ đẹp của Cô Tô, nhà văn đã quan sát cảnh thiên nhiên và hoạt động của con người trên đảo ở những thời điểm nào và từ vị trí nào?","Cảnh Cô Tô được miêu tả từ cao xuống thấp và vào thời điểm sau trận bão. Từ nóc đồn trên đảo, Nguyễn Tuân nhìn ra bao la Thái Bình Dương bốn phương tám hướng, quay gót 180 độ mà ngắm cả toàn cảnh đảo Cô Tô. Cảnh đẹp được thu vào tầm mắt khiến nảy sinh trong lòng nhà văn một cảm xúc mãnh liệt: càng thấy yêu mến hòn đảo như bất cứ người chài nào đã từng đẻ ra và lớn lên theo mùa sóng ở đây.",Đọc lại văn bản và hình dung điểm nhìn của nhà văn và thời điểm của cảnh vật.
